phone,data_gb,call_min,vas_sub,daily_data_used,Weekly_data_used,Monthly_data_used,av_expired_data,daily_av_call,weekly_av_call,monthly_av_call,manual_recommendation,manual_incentive
8166488542,0.72,147,True,1.11gb,5.57gb,20.97gb,608mb,22min,154min,462min,Auto-generated MTN recommendation,None
8035203987,0.14,317,False,1.35gb,7.49gb,28.93gb,139mb,6min,30min,90min,Auto-generated MTN recommendation,Data
7065005129,3.21,108,False,1.52gb,10.25gb,42.91gb,2.8gb,17min,102min,408min,Auto-generated MTN recommendation,None
8061332869,5.02,113,False,504mb,3.44gb,16.16gb,5.0gb,10min,50min,250min,Auto-generated MTN recommendation,None
7062806889,19.23,57,False,602mb,3.46gb,16.63gb,19.01gb,14min,84min,336min,Auto-generated MTN recommendation,Airtime
9035359079,0.04,316,False,766mb,4.57gb,19.7gb,35mb,37min,222min,1110min,Auto-generated MTN recommendation,Airtime
8162097855,2.85,116,True,1.85gb,11.68gb,40.68gb,1.93gb,40min,240min,1200min,Auto-generated MTN recommendation,Airtime
9068918086,4.03,95,True,1.5gb,10.3gb,44.33gb,2.68gb,55min,385min,1925min,Auto-generated MTN recommendation,None
9068870634,5.55,78,True,416mb,2.23gb,10.32gb,516mb,5min,30min,90min,Auto-generated MTN recommendation,Data
8032801450,0.14,397,True,1.54gb,6.43gb,27.2gb,53mb,10min,40min,200min,Auto-generated MTN recommendation,Airtime
9033269049,0.02,140,True,1.95gb,11.51gb,52.97gb,19mb,55min,220min,660min,Auto-generated MTN recommendation,Airtime
7066262743,1.92,64,False,874mb,4.99gb,18.52gb,1.26gb,38min,228min,1140min,Auto-generated MTN recommendation,Airtime
9067473395,18.66,93,True,259mb,1.31gb,5.74gb,14.19gb,42min,294min,1176min,Auto-generated MTN recommendation,Airtime
8165594950,23.97,57,False,1.29gb,6.45gb,21.69gb,9.11gb,29min,174min,870min,Auto-generated MTN recommendation,Data
9062238657,1.94,116,True,163mb,991mb,3.99gb,640mb,2min,8min,32min,Auto-generated MTN recommendation,Airtime
9063678116,0.6,139,False,1.05gb,6.03gb,28.43gb,361mb,57min,285min,855min,Auto-generated MTN recommendation,Data
8167278210,2.84,67,True,1.48gb,6.29gb,28.13gb,1.27gb,5min,25min,75min,Auto-generated MTN recommendation,None
9039355642,1.62,95,True,744mb,3.87gb,15.83gb,516mb,37min,185min,555min,Auto-generated MTN recommendation,Airtime
8065854686,1.18,89,True,1.62gb,9.96gb,49.27gb,257mb,50min,200min,600min,Auto-generated MTN recommendation,Airtime
8161074640,0.13,329,True,975mb,6.48gb,24.92gb,89mb,44min,264min,1056min,Auto-generated MTN recommendation,None
8163380963,5.83,120,True,1.72gb,11.89gb,45.82gb,5.75gb,50min,250min,750min,Auto-generated MTN recommendation,Data
9034830979,0.92,69,True,1.07gb,6.43gb,25.16gb,888mb,33min,198min,594min,Auto-generated MTN recommendation,Airtime
7032441202,4.06,108,True,1.3gb,5.63gb,20.53gb,3.62gb,42min,210min,840min,Auto-generated MTN recommendation,Airtime
9069962751,0.01,304,True,406mb,2.34gb,10.28gb,2mb,34min,170min,850min,Auto-generated MTN recommendation,None
9069748357,0.23,195,False,176mb,794mb,2.74gb,200mb,57min,285min,1140min,Auto-generated MTN recommendation,Data
8033288632,0.23,136,True,1.65gb,6.7gb,20.2gb,69mb,5min,30min,90min,Auto-generated MTN recommendation,Data
8038341399,2.15,106,True,285mb,1.83gb,8.63gb,407mb,23min,138min,690min,Auto-generated MTN recommendation,None
8033662725,22.13,62,False,764mb,2.99gb,14.52gb,11.71gb,18min,72min,360min,Auto-generated MTN recommendation,Airtime
8161223440,7.92,79,True,38mb,266mb,888mb,4.82gb,53min,212min,848min,Auto-generated MTN recommendation,Airtime
8061518349,9.92,32,True,1.09gb,6.28gb,19.33gb,755mb,52min,260min,780min,Auto-generated MTN recommendation,Airtime
9038637769,6.1,113,True,115mb,683mb,2.55gb,4.27gb,23min,115min,575min,Auto-generated MTN recommendation,None
8134414707,0.18,367,True,1.46gb,6.18gb,26.22gb,7mb,1min,6min,18min,Auto-generated MTN recommendation,None
8161480395,3.14,43,False,1.28gb,6.4gb,23.91gb,2.82gb,52min,364min,1820min,Auto-generated MTN recommendation,Airtime
9067929998,3.8,81,False,120mb,687mb,2.92gb,1.85gb,58min,290min,870min,Auto-generated MTN recommendation,Airtime
9036740277,6.82,57,False,36mb,252mb,1.23gb,6.65gb,25min,125min,500min,Auto-generated MTN recommendation,Data
7063930990,24.72,16,True,456mb,2.49gb,8.62gb,15.07gb,9min,63min,189min,Auto-generated MTN recommendation,None
7068820394,2.09,99,True,462mb,3.13gb,14.96gb,1.53gb,24min,96min,480min,Auto-generated MTN recommendation,Data
8038902718,15.1,86,True,1.14gb,6.21gb,22.62gb,11.91gb,45min,225min,675min,Auto-generated MTN recommendation,Data
7067719873,0.16,391,False,468mb,3.04gb,12.76gb,70mb,10min,40min,120min,Auto-generated MTN recommendation,Data
9034271970,5.7,119,True,1.99gb,9.03gb,36.78gb,61mb,43min,215min,1075min,Auto-generated MTN recommendation,Airtime
8064777436,0.05,193,True,423mb,2.4gb,8.61gb,38mb,0min,0min,0min,Auto-generated MTN recommendation,Airtime
8164583553,0.78,144,True,121mb,538mb,1.86gb,222mb,25min,150min,750min,Auto-generated MTN recommendation,Data
9033673896,0.18,336,True,705mb,3.34gb,13.93gb,47mb,6min,42min,168min,Auto-generated MTN recommendation,Airtime
7066483376,0.24,187,True,1.92gb,11.5gb,44.4gb,141mb,17min,68min,204min,Auto-generated MTN recommendation,Airtime
9069817461,0.02,167,True,228mb,1.07gb,4.1gb,11mb,60min,300min,900min,Auto-generated MTN recommendation,Airtime
8036372435,0.29,367,True,990mb,6.52gb,29.95gb,8mb,53min,265min,795min,Auto-generated MTN recommendation,None
8032171562,1.3,83,True,926mb,4.49gb,14.39gb,1.06gb,25min,100min,500min,Auto-generated MTN recommendation,None
8133423456,0.76,139,False,1.58gb,8.73gb,34.6gb,153mb,0min,0min,0min,Auto-generated MTN recommendation,None
8169038483,0.1,223,False,1.77gb,11.02gb,35.41gb,97mb,59min,295min,1180min,Auto-generated MTN recommendation,Data
7067867261,0.69,86,True,388mb,2.24gb,11.02gb,705mb,13min,91min,273min,Auto-generated MTN recommendation,None
7036389031,0.2,285,False,1014mb,4.24gb,17.3gb,95mb,12min,84min,336min,Auto-generated MTN recommendation,None
8039739481,6.63,116,True,1.55gb,8.71gb,39.66gb,1.24gb,42min,168min,504min,Auto-generated MTN recommendation,Data
9031062001,2.02,88,True,1.29gb,5.72gb,27.11gb,226mb,30min,120min,480min,Auto-generated MTN recommendation,None
9061810116,1.29,135,True,48mb,306mb,1.39gb,1.29gb,2min,8min,32min,Auto-generated MTN recommendation,None
8034209705,0.18,108,False,983mb,6.32gb,28.27gb,146mb,14min,70min,280min,Auto-generated MTN recommendation,Data
8064421763,0.28,390,True,1.36gb,8.32gb,37.46gb,13mb,52min,312min,1560min,Auto-generated MTN recommendation,None
7032512108,5.04,98,True,1.02gb,5.76gb,26.79gb,4.46gb,46min,184min,920min,Auto-generated MTN recommendation,Data
9067746329,0.99,85,False,1.61gb,8.81gb,30.25gb,485mb,32min,192min,576min,Auto-generated MTN recommendation,Data
9068690090,1.73,141,False,1.26gb,7.71gb,26.13gb,601mb,36min,252min,756min,Auto-generated MTN recommendation,Airtime
7035353035,0.29,246,True,1.99gb,13.66gb,66.35gb,115mb,17min,102min,510min,Auto-generated MTN recommendation,None
8033096260,0.27,372,True,401mb,2.69gb,11.15gb,93mb,60min,360min,1080min,Auto-generated MTN recommendation,None
8062659194,1.83,57,True,1.24gb,5.09gb,19.31gb,687mb,39min,273min,1092min,Auto-generated MTN recommendation,Data
9065938235,5.18,40,False,188mb,845mb,3.8gb,3.84gb,32min,160min,480min,Auto-generated MTN recommendation,Airtime
7031798411,2.97,119,False,609mb,3.48gb,13.89gb,2.22gb,11min,66min,264min,Auto-generated MTN recommendation,Airtime
8033561262,4.35,88,True,1.22gb,8.26gb,36.13gb,1.63gb,33min,198min,990min,Auto-generated MTN recommendation,None
8166007903,6.97,93,False,356mb,2.12gb,6.68gb,463mb,50min,250min,750min,Auto-generated MTN recommendation,None
7033340973,6.21,92,False,1.42gb,7.25gb,29.11gb,3.13gb,35min,140min,420min,Auto-generated MTN recommendation,None
7062200632,0.12,109,False,593mb,3.6gb,15.16gb,0mb,53min,265min,795min,Auto-generated MTN recommendation,None
7061282962,1.5,123,False,1.52gb,6.46gb,30.44gb,378mb,54min,378min,1134min,Auto-generated MTN recommendation,Airtime
7064917426,20.61,13,False,1.97gb,12.95gb,57.22gb,14.77gb,1min,6min,30min,Auto-generated MTN recommendation,None
7069972866,7.57,107,True,928mb,5.95gb,21.19gb,6.22gb,54min,324min,972min,Auto-generated MTN recommendation,Airtime
7035841644,2.11,138,False,1.46gb,7.43gb,36.78gb,459mb,58min,348min,1044min,Auto-generated MTN recommendation,Airtime
9034124262,0.14,164,True,367mb,1.55gb,5.91gb,75mb,15min,60min,180min,Auto-generated MTN recommendation,Data
8164867920,0.16,196,True,937mb,3.98gb,18.62gb,34mb,34min,170min,850min,Auto-generated MTN recommendation,Data
8036177394,16.43,43,True,1.66gb,9.88gb,38.86gb,7.52gb,7min,49min,245min,Auto-generated MTN recommendation,None
8034028289,4.03,52,False,1.69gb,7.94gb,38.82gb,929mb,47min,329min,987min,Auto-generated MTN recommendation,Data
9035237278,3.45,35,False,1.42gb,8.14gb,32.76gb,3.44gb,13min,91min,273min,Auto-generated MTN recommendation,None
9062460075,4.51,42,True,226mb,1022mb,3.94gb,1.46gb,24min,168min,504min,Auto-generated MTN recommendation,Airtime
8139436123,0.21,356,False,1.55gb,10.78gb,51.61gb,90mb,34min,136min,544min,Auto-generated MTN recommendation,Data
9064047207,1.54,144,False,862mb,3.9gb,15.21gb,1.27gb,8min,56min,224min,Auto-generated MTN recommendation,Airtime
7032906418,0.04,284,False,129mb,621mb,1.9gb,19mb,16min,80min,400min,Auto-generated MTN recommendation,Airtime
8162222247,4.45,96,False,733mb,4.21gb,13.18gb,1.73gb,19min,95min,475min,Auto-generated MTN recommendation,None
8062709383,0.08,284,True,969mb,3.92gb,17.44gb,48mb,2min,14min,42min,Auto-generated MTN recommendation,Data
9036783410,16.04,70,True,1.83gb,7.5gb,26.14gb,11.57gb,33min,231min,693min,Auto-generated MTN recommendation,None
8061345076,1.8,59,False,924mb,4.37gb,19.24gb,494mb,20min,120min,480min,Auto-generated MTN recommendation,Airtime
8068262705,4.42,91,False,1.66gb,6.65gb,30.08gb,3.07gb,9min,45min,180min,Auto-generated MTN recommendation,Data
9032578530,1.13,123,True,971mb,6.58gb,32.79gb,645mb,3min,21min,84min,Auto-generated MTN recommendation,Data
7064467578,2.77,126,True,1.01gb,5.19gb,23.5gb,430mb,45min,225min,1125min,Auto-generated MTN recommendation,Data
9069297397,2.23,89,False,959mb,4.06gb,18.98gb,1002mb,18min,90min,450min,Auto-generated MTN recommendation,None
8068762860,0.26,171,True,761mb,5.2gb,24.35gb,172mb,4min,28min,112min,Auto-generated MTN recommendation,Airtime
8061368688,2.9,116,True,1.64gb,9.89gb,45.87gb,1.29gb,37min,222min,888min,Auto-generated MTN recommendation,None
9036357867,3.89,71,True,1.51gb,8.06gb,24.23gb,3.52gb,14min,70min,350min,Auto-generated MTN recommendation,Data
8163023934,6.41,103,True,617mb,3.49gb,13.8gb,4.88gb,45min,225min,675min,Auto-generated MTN recommendation,Airtime
9033169230,0.29,387,False,1.11gb,5.44gb,24.62gb,209mb,53min,265min,795min,Auto-generated MTN recommendation,None
9036579891,5.24,117,False,878mb,3.74gb,17.3gb,796mb,52min,260min,780min,Auto-generated MTN recommendation,None
8166251725,5.93,35,True,603mb,2.86gb,13.66gb,4.05gb,5min,30min,120min,Auto-generated MTN recommendation,Airtime
8137933978,0.04,245,False,848mb,4.96gb,18.28gb,32mb,20min,80min,320min,Auto-generated MTN recommendation,Data
8161581627,4.21,75,False,1.97gb,12.16gb,37.83gb,2.64gb,41min,205min,1025min,Auto-generated MTN recommendation,None
7063549077,4.23,70,False,1.54gb,10.63gb,33.61gb,1.61gb,25min,150min,750min,Auto-generated MTN recommendation,Airtime
7036552429,16.48,36,True,169mb,1008mb,3.35gb,9.1gb,49min,196min,980min,Auto-generated MTN recommendation,Data
7068448999,5.14,79,True,584mb,3.58gb,13.22gb,2.67gb,16min,112min,560min,Auto-generated MTN recommendation,Data
9069636854,0.16,283,False,1.8gb,9.84gb,35.31gb,108mb,37min,148min,444min,Auto-generated MTN recommendation,None
7062411168,0.06,224,False,1.38gb,5.76gb,18.73gb,34mb,29min,174min,870min,Auto-generated MTN recommendation,Airtime
8133326710,4.61,54,False,1.53gb,10.35gb,36.13gb,2.37gb,46min,322min,966min,Auto-generated MTN recommendation,Airtime
7065793000,0.04,340,True,212mb,993mb,3.9gb,32mb,37min,259min,1295min,Auto-generated MTN recommendation,None
8035533737,5.14,119,True,1.34gb,6.98gb,26.0gb,2.39gb,46min,276min,828min,Auto-generated MTN recommendation,None
8069881402,3.69,92,False,743mb,4.0gb,16.52gb,193mb,23min,115min,460min,Auto-generated MTN recommendation,Airtime
8063808877,24.97,45,True,1010mb,4.76gb,21.49gb,10.23gb,17min,102min,408min,Auto-generated MTN recommendation,Airtime
8135664966,0.04,217,False,1.99gb,13.9gb,48.58gb,16mb,54min,270min,1350min,Auto-generated MTN recommendation,Airtime
8065725349,4.19,71,True,1.33gb,6.1gb,19.55gb,3.0gb,42min,168min,504min,Auto-generated MTN recommendation,None
7036357895,4.29,114,True,609mb,3.22gb,10.81gb,1.73gb,37min,259min,1036min,Auto-generated MTN recommendation,Data
9061748364,4.93,62,True,1.5gb,7.57gb,33.48gb,2.71gb,7min,28min,84min,Auto-generated MTN recommendation,Data
7069694016,0.22,210,True,1.98gb,10.55gb,32.53gb,203mb,36min,144min,576min,Auto-generated MTN recommendation,None
8136969190,7.15,94,False,214mb,1.06gb,4.89gb,6.4gb,51min,306min,918min,Auto-generated MTN recommendation,None
8039636519,0.22,121,True,844mb,5.6gb,19.53gb,157mb,28min,140min,560min,Auto-generated MTN recommendation,Data
8135523887,5.53,80,False,1.91gb,12.42gb,40.73gb,4.53gb,23min,138min,690min,Auto-generated MTN recommendation,None
8036885607,1.72,147,True,84mb,591mb,1.87gb,999mb,6min,36min,144min,Auto-generated MTN recommendation,Data
7069261591,2.21,89,False,41mb,212mb,730mb,51mb,4min,16min,48min,Auto-generated MTN recommendation,Data
9066358953,4.86,61,False,1.14gb,6.97gb,27.57gb,2.14gb,59min,236min,708min,Auto-generated MTN recommendation,Airtime
7062591140,0.1,204,True,431mb,2.07gb,7.39gb,47mb,13min,78min,390min,Auto-generated MTN recommendation,Data
9066168961,0.24,172,True,762mb,3.9gb,15.67gb,110mb,13min,91min,273min,Auto-generated MTN recommendation,None
8169263182,2.07,82,True,117mb,724mb,2.5gb,858mb,57min,399min,1995min,Auto-generated MTN recommendation,None
7035991891,0.19,339,True,714mb,4.4gb,16.92gb,153mb,10min,70min,350min,Auto-generated MTN recommendation,Data
8063963389,6.82,90,True,1.24gb,6.22gb,24.68gb,2.62gb,31min,155min,775min,Auto-generated MTN recommendation,None
7034602654,11.51,41,False,1.17gb,7.2gb,26.65gb,1.68gb,56min,224min,896min,Auto-generated MTN recommendation,Airtime
7065898362,7.42,63,True,1.46gb,8.24gb,37.77gb,4.06gb,48min,192min,768min,Auto-generated MTN recommendation,None
9039425411,0.88,91,True,1.91gb,10.22gb,30.69gb,163mb,13min,78min,312min,Auto-generated MTN recommendation,Airtime
7031495644,0.25,158,True,1.43gb,7.36gb,25.0gb,12mb,9min,54min,216min,Auto-generated MTN recommendation,None
9067942476,22.19,83,False,1.04gb,5.36gb,26.73gb,21.98gb,31min,186min,558min,Auto-generated MTN recommendation,Airtime
9034970905,0.28,177,False,1.06gb,4.85gb,17.78gb,131mb,12min,48min,192min,Auto-generated MTN recommendation,Airtime
8031159144,0.2,141,True,889mb,3.5gb,12.3gb,151mb,0min,0min,0min,Auto-generated MTN recommendation,Data
8063372919,8.41,37,False,1.93gb,8.15gb,31.07gb,3.7gb,38min,190min,760min,Auto-generated MTN recommendation,None
9034146811,18.81,17,True,410mb,2.33gb,8.69gb,224mb,34min,170min,510min,Auto-generated MTN recommendation,Data
7069108884,0.17,256,True,108mb,727mb,3.35gb,33mb,46min,322min,966min,Auto-generated MTN recommendation,Airtime
8135786945,0.15,117,True,733mb,3.54gb,11.01gb,113mb,55min,220min,880min,Auto-generated MTN recommendation,Data
9031625244,2.97,117,False,1.8gb,9.13gb,28.74gb,277mb,37min,185min,740min,Auto-generated MTN recommendation,Data
8165019981,0.29,114,False,1.71gb,8.92gb,40.25gb,239mb,10min,40min,200min,Auto-generated MTN recommendation,Airtime
7033815360,0.21,298,True,172mb,1.05gb,3.76gb,209mb,44min,264min,1320min,Auto-generated MTN recommendation,None
9063469130,2.69,92,False,1.71gb,8.96gb,42.36gb,439mb,34min,170min,510min,Auto-generated MTN recommendation,Airtime
9061784836,2.56,123,True,954mb,5.06gb,23.29gb,694mb,20min,100min,500min,Auto-generated MTN recommendation,Data
7036418648,1.58,109,False,1.67gb,9.42gb,31.59gb,203mb,19min,76min,304min,Auto-generated MTN recommendation,Data
8134757028,0.78,148,False,768mb,3.84gb,12.37gb,4mb,8min,32min,96min,Auto-generated MTN recommendation,None
7063781076,6.3,33,False,1.16gb,7.13gb,23.71gb,2.88gb,48min,336min,1680min,Auto-generated MTN recommendation,Data
7032679289,0.16,296,True,1.13gb,6.77gb,25.76gb,75mb,41min,205min,615min,Auto-generated MTN recommendation,Airtime
9068682698,0.22,269,False,1.13gb,7.36gb,28.18gb,0mb,38min,190min,570min,Auto-generated MTN recommendation,Airtime
7034015910,0.1,328,False,496mb,2.04gb,6.41gb,36mb,54min,324min,972min,Auto-generated MTN recommendation,None
9064398021,5.36,104,False,269mb,1.48gb,5.25gb,936mb,1min,4min,20min,Auto-generated MTN recommendation,Data
7039668261,6.41,55,False,836mb,4.83gb,19.83gb,2.65gb,48min,288min,1440min,Auto-generated MTN recommendation,Airtime
8163735889,0.18,326,True,66mb,335mb,1.63gb,141mb,37min,259min,1295min,Auto-generated MTN recommendation,Airtime
8061412967,22.91,28,True,312mb,1.35gb,6.74gb,3mb,55min,385min,1540min,Auto-generated MTN recommendation,Data
7032589572,0.09,344,True,1.4gb,8.67gb,35.49gb,55mb,43min,172min,860min,Auto-generated MTN recommendation,Data
7061460164,5.4,76,True,1.0gb,6.89gb,22.97gb,4.58gb,35min,140min,420min,Auto-generated MTN recommendation,None
9035200868,21.16,73,False,1.37gb,7.73gb,24.79gb,20.91gb,39min,156min,780min,Auto-generated MTN recommendation,None
9064720829,0.76,81,True,1.41gb,7.04gb,23.12gb,537mb,39min,195min,780min,Auto-generated MTN recommendation,Airtime
8034690832,0.18,262,False,294mb,1.91gb,7.83gb,43mb,5min,20min,100min,Auto-generated MTN recommendation,Data
7064837621,0.2,345,True,1.76gb,11.16gb,43.81gb,199mb,38min,152min,456min,Auto-generated MTN recommendation,Data
9063897991,7.42,90,True,1.06gb,7.22gb,32.78gb,6.81gb,33min,132min,660min,Auto-generated MTN recommendation,Data
8035950873,4.82,104,True,1.35gb,8.04gb,32.59gb,4.65gb,57min,285min,1140min,Auto-generated MTN recommendation,None
8039257016,7.35,94,False,1.14gb,7.6gb,35.35gb,458mb,48min,288min,1152min,Auto-generated MTN recommendation,Data
7063561644,6.65,38,True,1.47gb,7.76gb,32.86gb,5.07gb,51min,306min,918min,Auto-generated MTN recommendation,None
8166984510,6.59,45,False,1.23gb,5.71gb,25.64gb,3.95gb,19min,114min,342min,Auto-generated MTN recommendation,Airtime
9034628514,2.18,73,True,1.43gb,8.4gb,29.98gb,73mb,17min,119min,476min,Auto-generated MTN recommendation,None
7063489851,0.04,108,False,256mb,1.32gb,3.98gb,31mb,33min,231min,924min,Auto-generated MTN recommendation,Data
8165204372,0.29,246,True,139mb,618mb,2.33gb,229mb,20min,140min,420min,Auto-generated MTN recommendation,None
8063836558,8.35,38,False,1.67gb,10.43gb,46.07gb,2.36gb,53min,212min,848min,Auto-generated MTN recommendation,Airtime
9034748262,2.57,123,True,1.61gb,10.34gb,49.85gb,2.34gb,39min,195min,780min,Auto-generated MTN recommendation,Airtime
9066046028,0.59,68,False,1.27gb,6.99gb,23.04gb,74mb,60min,360min,1440min,Auto-generated MTN recommendation,Data
8161205940,0.28,201,True,1.63gb,6.79gb,30.55gb,118mb,21min,126min,378min,Auto-generated MTN recommendation,None
8135197667,0.2,141,False,914mb,4.51gb,19.44gb,146mb,29min,174min,696min,Auto-generated MTN recommendation,None
9067708184,1.04,79,True,263mb,1.37gb,6.78gb,838mb,40min,160min,640min,Auto-generated MTN recommendation,Airtime
8033081736,5.12,62,False,1.98gb,8.12gb,26.57gb,1.51gb,37min,148min,740min,Auto-generated MTN recommendation,None
8169624288,3.35,91,True,1.72gb,7.57gb,36.05gb,1.51gb,14min,98min,392min,Auto-generated MTN recommendation,Data
8161284936,3.64,32,True,149mb,630mb,2.77gb,1.53gb,0min,0min,0min,Auto-generated MTN recommendation,Airtime
7035596191,0.23,366,True,35mb,153mb,523mb,201mb,15min,60min,180min,Auto-generated MTN recommendation,Airtime
7034617846,5.44,102,False,456mb,2.73gb,10.86gb,3.39gb,2min,14min,56min,Auto-generated MTN recommendation,Data
7031870467,1.01,67,True,1.13gb,6.16gb,29.26gb,828mb,31min,186min,744min,Auto-generated MTN recommendation,Airtime
8062641029,2.65,80,True,969mb,4.5gb,13.96gb,1.55gb,21min,105min,315min,Auto-generated MTN recommendation,Data
7064416823,14.05,51,False,120mb,810mb,2.71gb,3.07gb,49min,196min,784min,Auto-generated MTN recommendation,Data
9031423178,3.57,76,True,1.06gb,4.77gb,19.06gb,3.21gb,6min,42min,168min,Auto-generated MTN recommendation,Data
8039492591,7.62,83,False,930mb,4.89gb,20.68gb,589mb,23min,161min,644min,Auto-generated MTN recommendation,Airtime
8133540727,0.87,120,True,1.11gb,4.98gb,17.8gb,184mb,53min,212min,848min,Auto-generated MTN recommendation,Data
8169808737,0.27,180,False,242mb,1.49gb,5.24gb,136mb,51min,306min,1224min,Auto-generated MTN recommendation,Airtime
9032034584,0.68,88,False,674mb,4.61gb,16.62gb,107mb,57min,342min,1368min,Auto-generated MTN recommendation,Data
8065202885,0.23,136,False,678mb,3.19gb,12.18gb,88mb,2min,14min,56min,Auto-generated MTN recommendation,Airtime
9065019305,0.24,189,True,1.97gb,9.83gb,42.96gb,165mb,27min,162min,810min,Auto-generated MTN recommendation,None
8039137646,8.33,21,False,1005mb,5.7gb,26.86gb,4.51gb,23min,92min,276min,Auto-generated MTN recommendation,Airtime
7031089806,0.18,379,False,171mb,781mb,3.66gb,72mb,41min,246min,984min,Auto-generated MTN recommendation,None
8163240855,7.35,42,True,840mb,4.56gb,22.63gb,7.1gb,47min,235min,940min,Auto-generated MTN recommendation,Data
9066735106,0.68,104,False,1.21gb,6.17gb,28.01gb,615mb,48min,336min,1008min,Auto-generated MTN recommendation,None
9065843950,4.68,99,False,1.21gb,7.36gb,28.49gb,1.95gb,8min,56min,280min,Auto-generated MTN recommendation,Data
8032311267,0.28,369,True,1.14gb,5.01gb,24.16gb,236mb,23min,115min,575min,Auto-generated MTN recommendation,None
7061634515,1.95,109,False,508mb,2.37gb,10.62gb,1.68gb,7min,35min,140min,Auto-generated MTN recommendation,None
9034007636,6.81,97,True,825mb,3.29gb,12.88gb,3.6gb,8min,32min,128min,Auto-generated MTN recommendation,Data
8067383614,2.72,141,False,1.42gb,8.39gb,26.52gb,531mb,50min,250min,1250min,Auto-generated MTN recommendation,Data
8037473685,2.94,72,False,983mb,4.43gb,13.84gb,2.65gb,17min,68min,340min,Auto-generated MTN recommendation,None
7037024659,0.17,333,True,1.16gb,5.05gb,20.7gb,48mb,44min,308min,1540min,Auto-generated MTN recommendation,None
9037322416,3.99,120,True,1.81gb,11.24gb,39.8gb,1.13gb,52min,312min,1560min,Auto-generated MTN recommendation,Airtime
8164170599,2.72,85,True,1.56gb,9.82gb,35.08gb,929mb,42min,210min,630min,Auto-generated MTN recommendation,Data
8131764252,2.07,84,True,1.56gb,6.34gb,30.16gb,1.51gb,1min,7min,35min,Auto-generated MTN recommendation,None
8165330328,2.58,58,True,614mb,2.68gb,12.36gb,248mb,58min,232min,1160min,Auto-generated MTN recommendation,Airtime
8069280247,12.62,35,False,1.36gb,9.02gb,40.21gb,12.08gb,45min,180min,720min,Auto-generated MTN recommendation,Data
7061578966,0.17,328,True,1.2gb,5.7gb,18.76gb,24mb,47min,188min,752min,Auto-generated MTN recommendation,Data
7039414475,0.93,61,True,711mb,3.17gb,13.29gb,431mb,35min,210min,840min,Auto-generated MTN recommendation,Data
7034995423,0.14,233,False,125mb,610mb,2.16gb,2mb,26min,104min,312min,Auto-generated MTN recommendation,Data
8132530198,1.45,129,False,1.76gb,11.21gb,36.04gb,900mb,45min,180min,720min,Auto-generated MTN recommendation,Data
8035077329,2.59,136,True,1.74gb,9.93gb,32.07gb,1.06gb,59min,354min,1416min,Auto-generated MTN recommendation,Data
9067271465,1.04,125,True,384mb,2.48gb,8.5gb,741mb,15min,75min,300min,Auto-generated MTN recommendation,None
7063431300,3.04,105,True,1.92gb,7.95gb,25.47gb,1.09gb,58min,232min,696min,Auto-generated MTN recommendation,Airtime
9038726798,0.8,88,True,1.05gb,7.09gb,30.56gb,739mb,53min,318min,954min,Auto-generated MTN recommendation,None
7033249712,2.98,102,True,1.64gb,7.59gb,33.73gb,1.79gb,3min,21min,84min,Auto-generated MTN recommendation,Data
8133059878,3.24,37,False,1.59gb,9.99gb,44.23gb,105mb,44min,264min,1320min,Auto-generated MTN recommendation,None
7068343434,2.43,56,True,1.15gb,5.31gb,25.43gb,1.12gb,36min,252min,1260min,Auto-generated MTN recommendation,None
8161541324,0.03,308,False,1.65gb,8.37gb,37.57gb,23mb,3min,18min,54min,Auto-generated MTN recommendation,Airtime
7033624896,2.83,80,False,1.16gb,6.08gb,22.67gb,1.49gb,37min,185min,555min,Auto-generated MTN recommendation,Data
7038498725,2.77,80,False,1.1gb,6.93gb,27.97gb,2.56gb,13min,78min,312min,Auto-generated MTN recommendation,Airtime
8131478585,1.65,104,False,746mb,3.38gb,12.27gb,869mb,4min,28min,140min,Auto-generated MTN recommendation,Airtime
8035189225,5.31,40,True,1.67gb,9.48gb,47.09gb,5.3gb,28min,112min,448min,Auto-generated MTN recommendation,Airtime
8132264533,1.08,108,False,1.63gb,9.27gb,37.22gb,202mb,46min,276min,1380min,Auto-generated MTN recommendation,None
9031655387,1.25,59,True,644mb,3.87gb,12.7gb,131mb,29min,116min,348min,Auto-generated MTN recommendation,Data
8131268743,0.24,356,True,1.52gb,8.72gb,38.54gb,120mb,14min,84min,420min,Auto-generated MTN recommendation,Airtime
8133718689,1.68,133,True,1.63gb,7.93gb,29.8gb,855mb,42min,252min,1260min,Auto-generated MTN recommendation,None
9069123043,2.31,126,True,1.97gb,12.98gb,60.54gb,1.59gb,57min,228min,912min,Auto-generated MTN recommendation,None
7066120497,1.03,61,True,1.04gb,5.83gb,21.56gb,338mb,22min,110min,440min,Auto-generated MTN recommendation,None
8136693734,2.08,82,True,828mb,4.28gb,16.27gb,1.86gb,11min,77min,231min,Auto-generated MTN recommendation,Airtime
9069264148,4.45,115,True,1.19gb,6.45gb,28.79gb,2.13gb,1min,7min,35min,Auto-generated MTN recommendation,Airtime
9038503880,1.24,121,True,412mb,1.69gb,7.17gb,1.12gb,51min,357min,1428min,Auto-generated MTN recommendation,Airtime
9063778560,0.11,194,True,909mb,4.57gb,15.52gb,40mb,38min,266min,1330min,Auto-generated MTN recommendation,None
